County,State,TotalPop,Men,Women,White,Black,Native,Asian,Pacific,Other
Madison , North Carolina,21405,49.1,50.9,95.6,1.7,0.6,0.6,0,0.4
Martin , North Carolina,23054,46.9,53.1,54.5,42,0.5,0.6,0.4,0.9
Mecklenburg , North Carolina,1054314,48.1,51.9,54.5,31.3,0.4,5.8,0.1,5.2
Mitchell , North Carolina,15040,49.2,50.8,96.4,0.4,0.4,0.3,0,1
Montgomery , North Carolina,27338,49.6,50.4,76.3,18,0.4,1.5,0,2
Moore , North Carolina,95629,48.1,51.9,82.6,12.7,0.9,1.4,0.1,0.8
Nash , North Carolina,94003,48,52,52.9,39.2,0.6,1,0,3.5
New Hanover , North Carolina,224231,47.8,52.2,81,14,0.2,1.3,0.1,1.1
Northampton , North Carolina,20186,48.8,51.2,40,56.5,0.6,0.2,0,0.5
Onslow , North Carolina,193912,55.5,44.5,74.5,14.2,0.5,2.1,0.2,2
Orange , North Carolina,142938,47.7,52.3,74.5,11.6,0.5,7.8,0,2.6
Pamlico , North Carolina,12742,51.5,48.5,76.1,18.2,0.2,0.6,0,1.2
Pasquotank , North Carolina,39479,48.5,51.5,58.5,36.5,0.1,1.7,0.1,0.5
Pender , North Carolina,59020,49.5,50.5,76.9,14.9,0.3,0.5,0.1,4.7
Perquimans , North Carolina,13459,48.2,51.8,73.6,24.5,0.4,0.3,0.1,0.4
Person , North Carolina,39305,48.3,51.7,68.2,26.7,0.5,0.4,0,1.8
Pitt , North Carolina,177372,47.1,52.9,57.6,34.8,0.3,1.7,0,3.2
Polk , North Carolina,20458,47.3,52.7,90.4,5.2,0.1,0.4,0,3
Randolph , North Carolina,142958,49.3,50.7,84.4,6.3,0.5,1.2,0.1,5.7
Richmond , North Carolina,45189,49,51,62.4,31.8,2.3,1,0.1,0.7
Robeson , North Carolina,133442,48.2,51.8,28.6,24,39.4,0.6,0,5.1
Rockingham , North Carolina,91270,48.2,51.8,75.7,18.5,0.5,0.6,0.1,2.7
Rowan , North Carolina,139605,49.5,50.5,77.4,16,0.3,0.9,0,3.4
Rutherford , North Carolina,66532,48.5,51.5,86.3,9.7,0.5,0.4,0,1.3
Sampson , North Carolina,63561,49.1,50.9,64.4,25.2,1.9,0.6,0,4.9
Scotland , North Carolina,35262,49.3,50.7,44.4,39,11.5,0.8,0,1.9
Stanly , North Carolina,61114,49.8,50.2,84,11.2,0.4,1.9,0,0.8
Stokes , North Carolina,45905,49,51,93,4.3,0.4,0.4,0,0.6
Surry , North Carolina,72099,48.3,51.7,91.4,3.8,0.4,0.6,0.1,2.5
Swain , North Carolina,14254,47.7,52.3,64.7,0.4,29.6,0.3,0,0.8
Transylvania , North Carolina,33513,47.9,52.1,91.2,4.5,0.3,0.3,0,2.2
Union , North Carolina,226694,49.3,50.7,81.5,11.4,0.3,2.7,0,1.7
Vance , North Carolina,44482,46.8,53.2,43.6,50.1,1.7,0.6,0.1,1.8
Wake , North Carolina,1046558,48.6,51.4,65.8,20.3,0.4,6.7,0,3.8
Warren , North Carolina,20033,49.8,50.2,40.1,50.7,5.8,0.4,0,0.9
Washington , North Carolina,12156,47.1,52.9,46.6,47.3,0.3,0.2,0,2.1
Watauga , North Carolina,54117,50.2,49.8,93.9,1.7,0.7,1,0.1,1.1
Wayne , North Carolina,124002,48.9,51.1,62.5,30.5,0.3,1.3,0,2.3
Wilkes , North Carolina,68460,49.3,50.7,91.3,4.1,0.3,0.6,0.2,1.9
Wilson , North Carolina,81336,47.2,52.8,51.1,39.5,0.6,0.8,0,5.6
Yadkin , North Carolina,37665,49.6,50.4,91.6,3.8,0.4,0.1,0.1,2.6
Yancey , North Carolina,17667,49,51,96.1,0.7,0.5,0.2,0,0.8
Barnes , North Dakota,10836,50.1,49.9,94.5,2.4,1.3,0.5,0.2,0.1
Benson , North Dakota,6886,51.2,48.8,41.1,0,56.1,0.1,0,0.2
Bottineau , North Dakota,6589,52.5,47.5,93.2,0.9,3.5,0.2,0,0.6
Burleigh , North Dakota,93737,50.3,49.7,91.3,2.1,3.8,0.7,0.1,0.3
Cass , North Dakota,174202,50.7,49.3,87.5,5.1,0.9,3.1,0,0.6
Grand Forks , North Dakota,70400,51.9,48.1,86.6,4,2.5,2.7,0.2,1.7
McHenry , North Dakota,5927,51.2,48.8,97,0.4,1,0.3,0,0.2
McKenzie , North Dakota,12536,54.4,45.6,83,0.6,11.9,0.7,0,1.5
McLean , North Dakota,9608,51.6,48.4,90.4,0.7,7.2,0.1,0,0.4
Mercer , North Dakota,8570,51.4,48.6,94.4,0.9,2.9,0.5,0,1.3
Morton , North Dakota,30544,51.6,48.4,92,0.5,4,0.5,0,1.1
Mountrail , North Dakota,10152,54.1,45.9,65.7,1.2,27.7,0.5,0,1.9
Pembina , North Dakota,7016,52,48,93.8,0.3,2.8,0.4,0,0.7
Ramsey , North Dakota,11557,50.9,49.1,85,0.5,10.5,0.4,0,0.2
Ransom , North Dakota,5361,49.9,50.1,96.1,0.7,0.2,0.8,0,0.4
Richland , North Dakota,16288,52.4,47.6,93.2,0.7,1.9,0.3,0,1.1
Rolette , North Dakota,14603,49.4,50.6,18.6,0.6,78,0.2,0,0.3
Stark , North Dakota,30876,51.4,48.6,91.7,2.2,1.3,1.4,0,0.7
Stutsman , North Dakota,21064,51.6,48.4,93.1,1.2,1.4,0.6,0.1,0.8
Traill , North Dakota,8019,50.8,49.2,94.4,1.1,1.4,0.1,0.2,1.3
Walsh , North Dakota,10802,51.3,48.7,93.6,0.4,1.9,0.7,0,2.1
Ward , North Dakota,69034,52,48,87.3,3.9,2.2,1.7,0.1,1.4
Williams , North Dakota,34061,55.1,44.9,83.1,3.6,3,0.6,0,4.5
Adams , Ohio,27878,50,50,97.2,0.4,0.3,0.1,0,0.2
Allen , Ohio,103642,50.5,49.5,82.9,11.8,0.3,0.7,0,0.9
Ashland , Ohio,53477,48.8,51.2,96.6,0.8,0,0.7,0,0.4
Ashtabula , Ohio,98136,50.3,49.7,92.7,3.8,0.2,0.5,0.1,0.5
Athens , Ohio,65936,49.8,50.2,90.6,2.9,0.5,2.7,0.1,0.4
Auglaize , Ohio,45784,49.6,50.4,96.7,0.5,0.2,0.4,0.1,0.8
Belmont , Ohio,68472,51.1,48.9,93.2,4.1,0.2,0.4,0,0.4
Brown , Ohio,43679,49.6,50.4,97.1,0.8,0.2,0.3,0,0.3
Butler , Ohio,378294,49,51,84.7,8,0.3,3.1,0.1,1.1
Carroll , Ohio,27578,49.9,50.1,97.5,0.7,0,0.5,0,0.1
Champaign , Ohio,38864,49.8,50.2,94.5,1.8,0.3,0.6,0,0.3
Clark , Ohio,135198,48.4,51.6,86.8,7.9,0.2,0.6,0.1,0.6
Clermont , Ohio,203216,49.3,50.7,95.1,1.4,0.2,1.2,0.1,0.4
Clinton , Ohio,41896,49.6,50.4,94.3,2,0.1,0.5,0,0.4
Columbiana , Ohio,104003,50.4,49.6,94.9,2.2,0.1,0.1,0,0.7
Coshocton , Ohio,36574,49.5,50.5,96.9,1.1,0.2,0.3,0,0.1
Crawford , Ohio,42021,49.1,50.9,96.7,0.9,0.1,0.6,0,0.3
Cuyahoga , Ohio,1253783,47.7,52.3,62.6,29.6,0.3,2.9,0,1.5
Darke , Ohio,51734,49.4,50.6,97.5,0.7,0.2,0.5,0,0.2
Defiance , Ohio,38279,49.7,50.3,91,1.9,0.4,0.4,0,3.1
Delaware , Ohio,197008,49.5,50.5,87.8,3.3,0.1,5.9,0,0.4
Erie , Ohio,75136,49.1,50.9,85.6,9,0.4,0.6,0,1.4
Fairfield , Ohio,152910,49.9,50.1,87.9,7.1,0.1,1.5,0,0.6
Fayette , Ohio,28645,48.7,51.3,93.8,2,0,0.9,0,0.8
Franklin , Ohio,1275333,48.8,51.2,66.9,22.2,0.2,5.1,0,1.6
Fulton , Ohio,42305,49.5,50.5,93.2,0.4,0.4,0.4,0,3.4
Gallia , Ohio,30195,49,51,94.4,2.4,0.4,0.7,0.1,0.1
Geauga , Ohio,93961,49.4,50.6,96.7,1.2,0.2,0.6,0,0.1
Greene , Ohio,165811,49.2,50.8,85.9,7.2,0.1,3,0,0.5
Guernsey , Ohio,39274,49.7,50.3,95.2,1.2,0.2,0.4,0,0.8
Hamilton , Ohio,812037,48.2,51.8,67.5,25.7,0.1,2.6,0.1,1
Hancock , Ohio,75690,49.3,50.7,92.4,1.5,0.1,1.9,0,1.4
Hardin , Ohio,31542,49.6,50.4,96.2,0.7,0,0.8,0,0.5
Harrison , Ohio,15307,49.4,50.6,95.6,2.2,0.1,0.5,0,0.5
Henry , Ohio,27316,49.2,50.8,94.3,0.8,0.3,0.4,0,2.1
Highland , Ohio,43007,49.1,50.9,96.1,1.8,0.1,0.4,0,0.1
Hocking , Ohio,28495,49.6,50.4,97.2,0.8,0.1,0.3,0,0.2
Holmes , Ohio,43859,49.9,50.1,98.4,0.1,0,0.2,0,0.1
Huron , Ohio,58457,49.2,50.8,94.6,1.4,0.2,0.2,0,1.6
Jackson , Ohio,32524,48.8,51.2,96.9,0.6,0,0.1,0.1,0
Jefferson , Ohio,66886,48.6,51.4,91.4,5.5,0.1,0.5,0,0.2
Knox , Ohio,61215,48.9,51.1,96.5,1.1,0.2,0.4,0,0.1
Lake , Ohio,230052,48.8,51.2,91.3,4.1,0.1,1.2,0,1
Lawrence , Ohio,60622,49,51,95.5,2.1,0,0.5,0,0.1
Licking , Ohio,172293,49,51,91.8,3.8,0.1,1.2,0,0.5
Logan , Ohio,45307,49.3,50.7,94.7,1.7,0.2,0.9,0,0.2
Lorain , Ohio,306713,49.2,50.8,85.1,8.5,0.3,1.1,0,1.2
Lucas , Ohio,432379,48.5,51.5,72.1,18.9,0.3,1.8,0,2.3
Madison , Ohio,43988,54.7,45.3,90.3,5.9,0.2,1.2,0,0.1
Mahoning , Ohio,231064,48.8,51.2,80,15.1,0.3,0.9,0,0.7
Marion , Ohio,65344,53.1,46.9,89.8,5.8,0.2,0.6,0,0.7
Medina , Ohio,177257,49.5,50.5,95.3,1.5,0.1,1.2,0,0.5
Meigs , Ohio,23160,49.5,50.5,97.1,1.3,0.2,0.1,0,0.1
Mercer , Ohio,40806,50.4,49.6,97.2,0.6,0,0.4,0.4,0.4
Miami , Ohio,104800,49.5,50.5,93.9,2.1,0.1,1.3,0,0.2
Monroe , Ohio,14090,49.8,50.2,98.2,0.3,0,0.4,0,0
Montgomery , Ohio,532034,48.1,51.9,72.9,20.6,0.2,2.1,0,0.9
Morgan , Ohio,14702,50,50,92.5,4.7,0.1,0.2,0,0
Morrow , Ohio,34976,49.9,50.1,96.3,1,0.1,0.1,0,0.4
Muskingum , Ohio,86076,48.5,51.5,91.9,3.1,0.2,0.4,0,0.4
Noble , Ohio,14443,59.7,40.3,92.5,5.6,0.1,0.1,0,0.5
Ottawa , Ohio,40709,49.7,50.3,95.6,1.1,0.2,0.2,0,1.4
Paulding , Ohio,18872,49.9,50.1,95,0.8,0.2,0.3,0.1,1.7
Perry , Ohio,35985,50.1,49.9,97.2,0.4,0.3,0.2,0,0.1
Pickaway , Ohio,57420,52.6,47.4,93.4,3.5,0.2,0.5,0,0.4
Pike , Ohio,28214,49.4,50.6,95.5,1.1,0.4,0.1,0,0.6
Portage , Ohio,162644,49,51,90.8,4.1,0.2,1.9,0,0.6
Preble , Ohio,41207,49.5,50.5,97.1,0.6,0.3,0.5,0,0
Putnam , Ohio,33969,49.9,50.1,94.6,0.4,0,0.2,0,3.5
Richland , Ohio,121324,50.8,49.2,86.8,7.9,0.2,0.8,0,0.4
Ross , Ohio,77051,52.6,47.4,90.3,5.3,0,0.5,0,0.6
Sandusky , Ohio,59299,49.6,50.4,90.6,3,0.3,0.3,0,3.1
Scioto , Ohio,76377,49.2,50.8,94.2,2.8,0.4,0.4,0,0.3
Seneca , Ohio,55475,49.8,50.2,93.8,2.8,0.3,0.6,0,0.7
Shelby , Ohio,48797,50.5,49.5,94.1,2.7,0.4,1,0,0.3
Stark , Ohio,373475,48.6,51.4,88,7.4,0.1,0.9,0,0.6
Summit , Ohio,541810,48.5,51.5,78.8,14.4,0.2,3.3,0,0.4
Trumbull , Ohio,201794,48.8,51.2,88.6,8.3,0.2,0.5,0,0.1
Tuscarawas , Ohio,92526,49.1,50.9,96.7,0.8,0.3,0.4,0,0.2
Union , Ohio,55654,48.2,51.8,91.3,2.7,0.3,3.6,0.1,0.4
Van Wert , Ohio,28281,49.1,50.9,96.2,1.2,0.2,0.3,0,0.6
Vinton , Ohio,13111,50.2,49.8,97.2,0.5,0.1,0.2,0,0
Warren , Ohio,226564,50.3,49.7,88.6,3.4,0.1,5.4,0,0.7
Washington , Ohio,60671,49.4,50.6,95.8,1.2,0.5,0.6,0,0.4
Wayne , Ohio,116208,49.6,50.4,94.6,1.5,0.3,1,0,0.9
Williams , Ohio,36936,49.5,50.5,95.1,1,0.4,0.6,0,1.2
Wood , Ohio,129936,49.3,50.7,92,2.7,0.2,1.7,0,1
Wyandot , Ohio,22107,49.4,50.6,97,0.2,0,1.2,0,0.8
Adair , Oklahoma,22113,49.6,50.4,42.3,0.3,44,0.7,0.2,1.8
Alfalfa , Oklahoma,5857,59.4,40.6,77.6,3.3,2.2,0,0,2.9
Atoka , Oklahoma,13874,52.7,47.3,72.8,3.9,10.4,0.6,0.1,0.9
Beaver , Oklahoma,5415,50.9,49.1,80.3,0.3,1.8,0,0,15.7
Beckham , Oklahoma,22621,54,46,83.8,3.8,1.9,0.8,0,4.9
Blaine , Oklahoma,9634,52.3,47.7,79.1,4.1,7.4,0,0,4
Bryan , Oklahoma,45759,48.6,51.4,74.3,1.9,15.2,0.5,0.1,2
Caddo , Oklahoma,29342,52.4,47.6,63.1,2.2,23.9,0.4,0.2,3.4
Canadian , Oklahoma,136710,49.7,50.3,81,2.7,4,3,0,3.3
Carter , Oklahoma,48406,48.5,51.5,74.6,6.4,7.9,1.1,0,1.3
Cherokee , Oklahoma,48599,49.1,50.9,51.3,1.5,34.3,0.6,0.2,1.6
Choctaw , Oklahoma,14886,48.2,51.8,63.1,11.4,15.4,0,0.1,1.4
Cleveland , Oklahoma,276733,49.9,50.1,78,4.6,4,4.4,0.1,1.5
Coal , Oklahoma,5618,50.2,49.8,70.1,0.1,12.2,0.2,0,1.9
Comanche , Oklahoma,122561,51.9,48.1,63.2,16.9,5.2,2.4,0.5,2.4
Cotton , Oklahoma,5929,50.3,49.7,80,2.2,9.6,0,0,0.7
Craig , Oklahoma,14493,51,49,66.2,3.2,22,0.9,0.2,0.4
Creek , Oklahoma,71160,49.5,50.5,79.3,2.1,11.3,0.5,0.1,0.8
Custer , Oklahoma,29209,49.3,50.7,80.2,3.2,3.3,1.2,0,3.8
Delaware , Oklahoma,42112,49.3,50.7,65.6,0.4,22.7,1.2,0.1,1.1
Garfield , Oklahoma,62190,49.9,50.1,82.2,4.1,2,0.9,1,4.1
Garvin , Oklahoma,27823,49.6,50.4,83.4,2.4,5.4,0.3,0,0.5
Grady , Oklahoma,54733,50,50,85.6,2.2,4.8,0.5,0,0.7
Greer , Oklahoma,5943,57.5,42.5,78.4,8.3,3.2,0,0,4.4
Haskell , Oklahoma,12704,49.7,50.3,73.1,0.8,11.8,0.7,0,0.7
Hughes , Oklahoma,13460,53.4,46.6,67.5,6,20.4,0.1,0,0.3
Jackson , Oklahoma,25384,49.6,50.4,70.8,6.9,1.6,1.4,0.1,12.1
Jefferson , Oklahoma,6223,49.9,50.1,84.7,1.3,6.4,0,0,3.3
Johnston , Oklahoma,11041,49.4,50.6,71.5,1.9,6.6,0.1,0.1,0.8
Kay , Oklahoma,44880,49.6,50.4,78.7,2.2,8.5,0.5,0,2.8
Kingfisher , Oklahoma,15618,49.9,50.1,82.7,1.1,3.3,0.2,0,8.8
Kiowa , Oklahoma,9001,49.6,50.4,78.5,3.5,4.3,0.8,0.1,4.7
Latimer , Oklahoma,10495,50.6,49.4,67,1,20.8,0.7,0,0.5
Le Flore , Oklahoma,49909,50.2,49.8,75.7,2.1,10.9,0.5,0,1.9
Lincoln , Oklahoma,34854,49.7,50.3,85.2,1.8,7.6,0.4,0.1,0.4
Logan , Oklahoma,46044,49.6,50.4,82.9,8.6,3.6,0.4,0,0.3
Love , Oklahoma,9933,49.9,50.1,83.2,2.5,5.5,0.8,0,2.7
McClain , Oklahoma,38634,49.7,50.3,84.5,1.1,5.5,0.3,0.1,1.9
McCurtain , Oklahoma,32966,49.2,50.8,64.2,8,14,0.7,0.9,1.8
McIntosh , Oklahoma,19819,49.4,50.6,69.9,2.7,15.9,0.1,0.1,0.2
Major , Oklahoma,7718,49.2,50.8,89.7,0.3,1.9,0.6,0.1,4.1
Marshall , Oklahoma,16376,49.6,50.4,70.2,1.5,7.5,0.2,0,11.4
Mayes , Oklahoma,40980,49.9,50.1,66.7,0.5,17.1,0.4,0.2,0.5
Murray , Oklahoma,13875,50.1,49.9,75.9,1.6,9.8,0.6,0,1
Muskogee , Oklahoma,69084,48.8,51.2,58.2,10.8,18.2,0.7,0,3.2
Noble , Oklahoma,11411,49.3,50.7,83.8,0.2,7.4,0.1,0,0.5
Nowata , Oklahoma,10383,49.4,50.6,68,2.5,15.8,0.3,0.2,1.4
Okfuskee , Oklahoma,12115,53.5,46.5,63.7,7.6,13.3,0.1,0,0.7
Oklahoma , Oklahoma,782051,48.9,51.1,68.5,15.1,2.8,3.4,0.1,3.5
Okmulgee , Oklahoma,38889,49.3,50.7,65.1,8.5,13.6,0.3,0,0.5
Osage , Oklahoma,47311,50,50,65,11.3,13.1,0.4,0,1.1
Ottawa , Oklahoma,31566,49.2,50.8,68,1.1,16.7,0.7,0.7,1.8
Pawnee , Oklahoma,16428,50,50,78.8,0.9,12.1,0.4,0,0.1
Payne , Oklahoma,81512,51.4,48.6,81,4,4.6,4.4,0.1,0.4
Pittsburg , Oklahoma,44382,50.9,49.1,72.7,2.9,6.6,0.4,0.1,0.7
Pontotoc , Oklahoma,38358,48.9,51.1,69.3,2.1,10.5,0.8,0.1,0.8
Pottawatomie , Oklahoma,72000,47.8,52.2,75.9,3.4,14.5,0.7,0.1,0.8
Pushmataha , Oklahoma,11119,48.9,51.1,73.9,0.9,13.5,0.5,0.1,0.3
Rogers , Oklahoma,90814,49.8,50.2,74.8,1.1,12.4,1.4,0.1,1.2
Seminole , Oklahoma,25071,49,51,68.1,4.8,19.6,0.4,0,0.5
Sequoyah , Oklahoma,41359,49.3,50.7,64.6,1.9,20.2,0.7,0.1,1.4
Stephens , Oklahoma,43983,48.5,51.5,83.2,1.7,5.3,0.6,0.1,3.9
Texas , Oklahoma,21121,53.6,46.4,63.6,4.3,0.7,3.1,0,25.1
Tillman , Oklahoma,7515,51.4,48.6,65.7,8.1,2.6,0,0.1,16.2
Tulsa , Oklahoma,642781,48.8,51.2,70.1,10.1,4.9,3.2,0.1,3.8
Wagoner , Oklahoma,77850,49.5,50.5,75.6,3.5,8.5,1.5,0.1,1.4
Washington , Oklahoma,52001,48.6,51.4,77.5,2.6,10.9,2.1,0,1.1
Washita , Oklahoma,11432,50.2,49.8,89.9,1.1,1.2,0.2,0,2.3
Woods , Oklahoma,9127,53.9,46.1,88.9,2.4,1.6,1,0,0.7
Woodward , Oklahoma,20967,53,47,89,1.4,1.4,0.2,0,3.4
Baker , Oregon,15984,51.5,48.5,92.9,0.9,1.3,0.9,0.3,1.9
Benton , Oregon,89780,50.5,49.5,85.6,1,0.6,7.2,0.3,1.3
Clackamas , Oregon,405788,49.2,50.8,88,0.9,0.8,4.2,0.3,2
Clatsop , Oregon,38562,49.7,50.3,91.2,0.7,0.6,1,0.3,1.5
Columbia , Oregon,50851,50.2,49.8,92.8,0.6,0.9,1.1,0.2,0.6
Coos , Oregon,63308,49,51,88.3,0.8,2.3,1.2,0.1,2.2
Crook , Oregon,22337,48.9,51.1,92.8,0.4,0.8,0.4,0.4,1.8
Curry , Oregon,22507,49.1,50.9,90.7,0.5,1.9,0.6,0.1,0.6
Deschutes , Oregon,180640,49.4,50.6,93.5,0.6,0.5,1.2,0.1,1.3
Douglas , Oregon,108323,49.4,50.6,92.5,0.4,1.3,1.1,0.1,0.6
Grant , Oregon,7183,50.5,49.5,94.7,0.3,1.4,0.4,0.1,0.5
Harney , Oregon,7228,50.6,49.4,90.9,0.5,1.6,0,0.1,1
Hood River , Oregon,23131,49.8,50.2,86.6,0.5,0.7,1.5,0,6.6
Jackson , Oregon,214267,48.8,51.2,91.4,0.6,1.1,1.3,0.4,1.4
Jefferson , Oregon,23143,51.9,48.1,71.1,0.9,16.9,0.6,0.1,6.9
Josephine , Oregon,85481,49.1,50.9,92.1,0.4,1.2,1,0.1,1.8
Klamath , Oregon,66310,50,50,88,0.8,3.9,1,0.1,1.7
Lake , Oregon,7843,53.4,46.6,91,0.2,2.6,1.4,0,0.9
Lane , Oregon,368882,49.3,50.7,87,1.1,1.1,2.7,0.2,2.6
Lincoln , Oregon,47881,48.1,51.9,88.2,0.6,2.9,1.1,0.2,2.1
Linn , Oregon,122870,49.3,50.7,90.4,0.4,0.9,1.1,0.1,2.8
Malheur , Oregon,30431,54.5,45.5,89.1,1.2,1.1,1.3,0.1,4.3
Marion , Oregon,335553,49.9,50.1,81.1,1.4,0.9,2,0.9,7
Morrow , Oregon,11215,50.7,49.3,88.6,0.2,1.5,0.6,0.2,5.6
Multnomah , Oregon,798647,49.5,50.5,77.8,5.4,0.9,7.3,0.6,2.5
Polk , Oregon,81427,48.6,51.4,88,1.1,1.9,1.9,0.5,2.8
Tillamook , Oregon,26076,50.4,49.6,92.5,0.4,0.7,0.6,0.5,1.8
Umatilla , Oregon,76898,52.2,47.8,85.5,0.9,3.2,0.9,0.2,5.1
Union , Oregon,26028,49.6,50.4,92.1,0.7,1.3,1.1,1.2,0.7
Wallowa , Oregon,6924,49.1,50.9,95.1,0.2,1,0.3,0.1,0.8
Wasco , Oregon,25866,49.9,50.1,87.2,0.3,3.6,0.7,0.6,4.5
Washington , Oregon,581821,49.4,50.6,76.1,2,0.6,10.2,0.4,5.3
Yamhill , Oregon,103820,50,50,88.3,0.9,1.2,1.5,0.3,3.9
Adams , Pennsylvania,102023,49.2,50.8,92.6,1.4,0.1,0.7,0,2.9
Allegheny , Pennsylvania,1225561,48.3,51.7,80.1,12.9,0.1,3.7,0,0.5
Armstrong , Pennsylvania,66331,49.8,50.2,97.6,0.9,0,0.3,0,0.1
Beaver , Pennsylvania,166896,48.5,51.5,90.4,5.9,0.1,0.5,0,0.4
Bedford , Pennsylvania,48611,49.8,50.2,97.6,0.5,0.1,0.4,0,0.2
Berks , Pennsylvania,416642,49.2,50.8,82.6,5.2,0.7,1.4,0,4.4
Blair , Pennsylvania,123842,48.9,51.1,95.5,1.6,0,0.7,0,0.4
Bradford , Pennsylvania,61304,49.3,50.7,96.9,0.4,0.1,0.7,0,0.4
Bucks , Pennsylvania,626370,49.1,50.9,88,4,0.2,4.7,0,1.2
Butler , Pennsylvania,186566,49.5,50.5,95.9,0.9,0,1.3,0,0.2
Cambria , Pennsylvania,134550,49.2,50.8,93.6,3.3,0.1,0.5,0,0.4
Carbon , Pennsylvania,63931,49.7,50.3,96.2,2,0,0.5,0,0.2
Centre , Pennsylvania,161443,52.6,47.4,87.5,4,0.1,6.3,0,0.6
Chester , Pennsylvania,517156,49.3,50.7,85.3,5.9,0.1,5.2,0,1.3
Clarion , Pennsylvania,38827,48.8,51.2,96.5,1.1,0.2,0.5,0.1,0.2
Clearfield , Pennsylvania,80216,52.2,47.8,95,2.8,0.2,0.5,0,0.2
Clinton , Pennsylvania,39074,49.3,50.7,96.2,1.6,0.2,0.8,0,0.2
Columbia , Pennsylvania,66220,48.2,51.8,94.9,1.8,0.1,1.1,0,0.9
Crawford , Pennsylvania,86164,49,51,95.6,1.8,0,0.5,0,0.3
Cumberland , Pennsylvania,247433,49.4,50.6,88.2,3.8,0.1,4.1,0,1.2
Dauphin , Pennsylvania,274515,48.4,51.6,71,19.2,0.2,4.2,0,2.3
Delaware , Pennsylvania,563527,48.1,51.9,69.4,21.4,0.2,5.5,0,1
Elk , Pennsylvania,30608,50.4,49.6,98,0.5,0.2,0.5,0,0.1
Erie , Pennsylvania,275972,49.4,50.6,86.8,7.3,0.2,1.7,0,1.1
Fayette , Pennsylvania,132289,49.4,50.6,92.6,3.9,0,0.3,0.3,0.3
Forest , Pennsylvania,7351,79,21,64.7,30,0.3,0.3,0,1.8
Franklin , Pennsylvania,153751,49.1,50.9,92.9,3.8,0.1,0.8,0,0.5
Fulton , Pennsylvania,14506,50.7,49.3,96.4,2.1,0.2,0.3,0,0.1
Greene , Pennsylvania,37144,52,48,94.2,3.3,0.1,0.3,0,0.3
Huntingdon , Pennsylvania,45421,53,47,91.7,5.5,0.1,0.5,0,0.5
Indiana , Pennsylvania,85755,50,50,94.7,2.3,0.2,1,0,0.3
Jefferson , Pennsylvania,44084,49.6,50.4,97.9,0.5,0.2,0.3,0,0.1
Juniata , Pennsylvania,24562,49.8,50.2,96.7,1,0,0.5,0,1.1
Lackawanna , Pennsylvania,211454,48.5,51.5,91.6,2.8,0.1,2.6,0,0.8
Lancaster , Pennsylvania,538347,49,51,88.5,4.3,0.2,2.2,0,2.7
Lawrence , Pennsylvania,87382,48.4,51.6,93.2,3.7,0.1,0.5,0,0.4
Lebanon , Pennsylvania,138674,49,51,87.1,2.4,0.1,1.4,0,7.2
Lehigh , Pennsylvania,362613,48.8,51.2,78.5,7,0.3,3.4,0,7.4
Luzerne , Pennsylvania,317884,49.4,50.6,88.7,4.6,0.2,1.2,0.1,3.3
Lycoming , Pennsylvania,114859,49.2,50.8,91.9,4.8,0.2,0.7,0,0.6
McKean , Pennsylvania,41806,51.5,48.5,94.5,2.5,0.1,0.4,0,0.8
Mercer , Pennsylvania,112630,49.3,50.7,91.2,5.7,0.1,0.7,0,0.3
Mifflin , Pennsylvania,46362,49.1,50.9,96.9,0.8,0.2,0.2,0.1,0.5
Monroe , Pennsylvania,167586,49.5,50.5,76.7,14.4,0.3,2.4,0,3.1
Montgomery , Pennsylvania,821301,48.6,51.4,79.4,9.1,0.1,7.5,0,1.3
Montour , Pennsylvania,18294,48.4,51.6,92.4,1.8,0,4.7,0,0.1
Northampton , Pennsylvania,301778,49.2,50.8,86.1,5.5,0.3,2.7,0,1.8
Northumberland , Pennsylvania,92325,50.4,49.6,94.8,2.7,0.3,0.3,0.1,0.5
Perry , Pennsylvania,45924,50.5,49.5,97,0.9,0.2,0.4,0,0.4
Philadelphia , Pennsylvania,1575522,47.3,52.7,41.2,42.3,0.4,7.2,0,5.9
Pike , Pennsylvania,55498,50.6,49.4,89.1,6.2,0.1,1.5,0.1,1.3
Potter , Pennsylvania,16937,50,50,97.3,0.4,0.2,0.3,0,0.2
Schuylkill , Pennsylvania,143555,51.1,48.9,93.6,3,0.2,0.5,0,1.2
Snyder , Pennsylvania,40466,49.6,50.4,96.5,1,0,0.7,0,0.6
Somerset , Pennsylvania,74949,52.1,47.9,95.2,2.6,0.1,0.4,0,0.5
Sullivan , Pennsylvania,6177,52.7,47.3,94,3.1,0.3,0.4,0.1,0.8
Susquehanna , Pennsylvania,41340,50.3,49.7,97.5,0.7,0.1,0.3,0,0.4
Tioga , Pennsylvania,41226,49.8,50.2,97.1,0.7,0.1,0.6,0,0.2
Union , Pennsylvania,45114,55,45,86.9,6.4,0.7,1.7,0.1,2.3
Venango , Pennsylvania,52376,49.3,50.7,96.8,0.8,0,0.4,0,0.3
Warren , Pennsylvania,40035,50,50,97.7,0.5,0.1,0.5,0,0.2
Washington , Pennsylvania,207547,49,51,93.6,3.1,0.1,1,0,0.2
Wayne , Pennsylvania,51536,52.9,47.1,93.9,3.2,0.2,0.6,0,0.3
